,how_many_shops,property_id,locality_name,postal_code,streetname,housenumber,latitude,longitude,property_type,property_subtype,price,type_of_sale,nb_of_rooms,area,fully_equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_area_plot,nb_of_facades,swimming_pool,state_of_building,surface_of_good
2835,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,434.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2859,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2864,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2865,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2875,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2883,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2885,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,395.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,361.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2898,966.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2899,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2901,953.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,519.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,519.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2907,1119.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2913,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2915,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2916,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2917,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2918,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2919,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2922,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2925,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2926,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2927,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2928,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2929,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2930,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2934,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2935,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2937,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2938,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2939,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2940,191.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2941,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2942,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2943,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2944,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2946,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,193.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2948,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2949,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2955,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2956,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2960,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2971,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2973,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2974,,,,,,,,,,,,,,,,,,,,,,,,,,,
2975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,377.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2978,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2979,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,,,,,,,,,,,,,,,,,,,,,,,,,,,
2981,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2982,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,,,,,,,,,,,,,,,,,,,,,,,,,,,
2984,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2985,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2987,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2988,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2989,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,434.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2998,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2999,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3001,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3007,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3009,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3019,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3029,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3032,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,1257.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3035,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3036,953.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,671.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3038,1231.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3039,468.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,558.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,957.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,434.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3052,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3054,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3058,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3064,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3065,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3067,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3069,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3072,1353.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3073,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3074,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3076,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3077,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3078,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3079,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3080,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3081,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3082,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3083,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3084,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3085,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3087,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3088,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3089,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3090,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3091,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3092,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3093,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3094,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3095,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3096,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3097,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3098,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3099,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3101,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3102,,,,,,,,,,,,,,,,,,,,,,,,,,,
3103,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3104,951.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3105,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3106,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3107,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3108,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3109,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3110,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3111,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3112,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3113,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3115,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3118,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3119,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3120,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3121,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3122,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3123,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3124,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3125,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3126,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3127,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3128,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3129,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3130,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3131,1037.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3132,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3133,,,,,,,,,,,,,,,,,,,,,,,,,,,
3134,227.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3135,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3136,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3137,726.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3138,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3139,726.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3140,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3141,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3142,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3143,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3144,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3145,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3146,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3147,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3148,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3149,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3150,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3151,,,,,,,,,,,,,,,,,,,,,,,,,,,
3152,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3153,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3154,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3156,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3157,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3158,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3159,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160,,,,,,,,,,,,,,,,,,,,,,,,,,,
3161,,,,,,,,,,,,,,,,,,,,,,,,,,,
3162,,,,,,,,,,,,,,,,,,,,,,,,,,,
3163,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3164,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3165,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3166,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3168,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3169,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3170,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3171,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3172,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3173,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3174,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3175,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3176,,,,,,,,,,,,,,,,,,,,,,,,,,,
3177,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3178,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3179,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3180,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3181,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3182,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3183,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3184,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3185,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3186,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3187,1040.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3188,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3189,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3190,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3191,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3192,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3194,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3195,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3196,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3197,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3198,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3199,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3201,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3202,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3203,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3204,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3206,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3207,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3208,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3209,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3210,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,,,,,,,,,,,,,,,,,,,,,,,,,,,
3212,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3213,,,,,,,,,,,,,,,,,,,,,,,,,,,
3214,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3216,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3217,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218,,,,,,,,,,,,,,,,,,,,,,,,,,,
3219,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3220,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3221,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3222,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3223,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3224,,,,,,,,,,,,,,,,,,,,,,,,,,,
3225,,,,,,,,,,,,,,,,,,,,,,,,,,,
3226,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3227,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3228,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3230,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3231,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3232,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3233,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3234,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3235,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3236,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3237,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3238,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3239,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3240,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3241,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3242,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3243,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3244,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3245,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3246,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3247,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3248,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3249,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3250,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3251,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3252,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3253,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3254,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3255,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
